loan_amnt,term_months,int_rate,installment,grade_ord,sub_grade_ord,emp_length_years,annual_inc,dti,revol_util,inq_last_6mths,open_acc,total_acc,issue_d_year,issue_d_month,earliest_cr_line_year,earliest_cr_line_month,credit_history_age_months,addr_state,loan_status,total_pymnt,total_rec_prncp
25450,36.0,7.97,797.16,7.0,5.0,10.0,351000.0,9.09,67.1,0.0,14.0,37.0,2017.0,7.0,1999.0,3.0,220.0,KY,Fully Paid,26062.7965244946,25450.0
34000,36.0,6.92,1048.58,7.0,4.0,5.0,71000.0,28.09,79.4,0.0,13.0,28.0,2015.0,4.0,1990.0,5.0,299.0,FL,Fully Paid,37509.1988230626,34000.0
22500,36.0,12.69,754.76,5.0,12.0,0.0,120000.0,9.65,78.1,0.0,11.0,20.0,2015.0,10.0,1996.0,5.0,233.0,GA,Fully Paid,23869.4800001173,22500.0
8400,36.0,11.98,278.92,6.0,10.0,4.0,30000.0,0.0,0.0,1.0,1.0,3.0,2018.0,3.0,2010.0,9.0,90.0,OH,Fully Paid,8568.1772381181,8400.0
10000,60.0,19.92,264.5,4.0,18.0,2.0,190000.0,7.22,94.1,0.0,14.0,24.0,2018.0,10.0,1979.0,1.0,477.0,CA,Current,987.28,403.42
35000,60.0,18.25,893.54,3.0,21.0,0.0,150000.0,23.63,66.9,2.0,17.0,29.0,2015.0,10.0,1984.0,5.0,377.0,FL,Charged Off,23974.58,2245.75
35000,36.0,15.61,1223.77,5.0,14.0,10.0,160000.0,6.83,50.8,1.0,22.0,49.0,2014.0,2.0,1994.0,12.0,230.0,MA,Fully Paid,43131.8800093105,35000.0
18400,36.0,18.55,670.3,3.0,22.0,0.0,40000.0,20.18,86.5,0.0,11.0,18.0,2015.0,10.0,2004.0,9.0,133.0,CA,Fully Paid,22667.7368601365,18400.0
15000,36.0,5.31,451.66,7.0,1.0,8.0,68000.0,20.63,11.5,0.0,12.0,24.0,2018.0,6.0,2003.0,8.0,178.0,TX,Current,3608.86,3130.44
18000,36.0,7.24,557.77,7.0,3.0,6.0,50000.0,10.59,34.2,0.0,14.0,33.0,2016.0,11.0,1993.0,5.0,282.0,NC,Fully Paid,19290.335498307,18000.0
25000,60.0,15.61,602.79,4.0,16.0,3.0,65000.0,15.36,45.1,0.0,11.0,28.0,2015.0,4.0,2001.0,1.0,171.0,AL,Fully Paid,29708.39,25000.0
18000,36.0,10.99,589.22,6.0,9.0,10.0,187500.0,9.18,46.1,1.0,10.0,31.0,2016.0,7.0,2002.0,5.0,170.0,CA,Charged Off,11225.01,8763.41
3700,36.0,13.49,125.55,5.0,12.0,10.0,180000.0,8.94,52.8,2.0,11.0,19.0,2016.0,10.0,2003.0,3.0,163.0,OH,Fully Paid,4108.5910129206,3700.0
15000,36.0,10.75,489.31,6.0,9.0,1.0,52624.0,8.32,58.8,0.0,7.0,20.0,2016.0,3.0,2001.0,3.0,180.0,TX,Current,17116.89,14515.17
28000,60.0,10.99,608.65,6.0,9.0,2.0,140000.0,6.6,71.7,0.0,10.0,15.0,2016.0,10.0,2007.0,1.0,117.0,TX,Fully Paid,30077.5826906534,28000.0
16000,36.0,10.91,523.14,6.0,9.0,1.0,130000.0,7.75,48.6,0.0,11.0,13.0,2017.0,5.0,2009.0,8.0,93.0,VA,Current,10976.24,8695.49
33825,60.0,17.57,851.05,4.0,19.0,10.0,77000.0,13.44,73.3,0.0,11.0,17.0,2014.0,8.0,1999.0,9.0,179.0,NH,Fully Paid,48457.2468439765,33825.0
24000,60.0,12.61,541.3,5.0,11.0,4.0,50000.0,20.48,8.1,1.0,21.0,34.0,2018.0,3.0,1996.0,7.0,260.0,VA,Fully Paid,25843.693704658,24000.0
14000,36.0,8.24,440.27,6.0,6.0,10.0,90000.0,15.28,46.8,0.0,13.0,39.0,2017.0,2.0,1999.0,3.0,215.0,MD,Current,10186.89,8599.34
2000,36.0,10.72,65.22,6.0,7.0,8.0,100000.0,4.03,38.2,1.0,11.0,21.0,2018.0,12.0,1984.0,6.0,414.0,MI,Current,129.25,95.13
2000,36.0,10.99,65.47,6.0,9.0,1.0,32000.0,24.68,21.0,0.0,6.0,11.0,2015.0,9.0,2002.0,3.0,162.0,MS,Fully Paid,2362.2241248108,2000.0
20250,60.0,16.14,493.95,5.0,14.0,1.0,27000.0,17.78,17.9,0.0,8.0,14.0,2018.0,12.0,2010.0,10.0,98.0,CA,Current,969.74,446.16
6000,36.0,6.71,184.47,7.0,3.0,10.0,70000.0,5.01,21.2,0.0,13.0,25.0,2018.0,5.0,2002.0,10.0,187.0,GA,Current,2767.99,2535.03
5825,36.0,14.99,201.9,5.0,14.0,10.0,32000.0,8.59,53.9,1.0,10.0,31.0,2016.0,10.0,2003.0,6.0,160.0,AL,Fully Paid,7084.1839844542,5825.0
27000,60.0,7.35,539.11,7.0,4.0,10.0,116000.0,14.83,36.2,0.0,12.0,37.0,2018.0,2.0,2005.0,1.0,157.0,CA,Current,6458.3,4639.03
2400,36.0,11.55,79.2,6.0,8.0,10.0,50000.0,2.74,20.7,2.0,9.0,20.0,2013.0,7.0,2000.0,4.0,159.0,OH,Fully Paid,2728.79,2400.0
20000,60.0,10.72,432.07,6.0,7.0,4.0,75000.0,24.47,46.1,0.0,9.0,30.0,2018.0,11.0,2007.0,6.0,137.0,PA,Current,1278.34,767.02
5500,36.0,13.59,186.89,5.0,12.0,4.0,20500.0,32.73,37.9,2.0,5.0,7.0,2017.0,8.0,2009.0,2.0,102.0,OH,Current,3355.72,2472.36
16000,36.0,13.99,546.77,5.0,14.0,1.0,69000.0,21.81,65.8,1.0,15.0,20.0,2015.0,10.0,1998.0,1.0,213.0,CA,Fully Paid,19701.5107475084,16000.0
15000,36.0,8.39,472.75,6.0,6.0,6.0,64000.0,37.45,32.6,0.0,19.0,44.0,2016.0,4.0,1988.0,6.0,334.0,FL,Fully Paid,16961.0711667343,15000.0
5000,36.0,8.19,157.13,7.0,4.0,0.0,20000.0,36.01,49.0,1.0,9.0,23.0,2018.0,12.0,2006.0,8.0,148.0,MN,Current,460.24,371.55
20000,36.0,7.21,619.47,7.0,3.0,10.0,190000.0,23.63,17.1,0.0,19.0,42.0,2018.0,9.0,1992.0,4.0,317.0,CA,Current,3089.34,2526.7
25000,60.0,15.05,595.41,5.0,14.0,1.0,102500.0,11.29,70.1,1.0,8.0,14.0,2017.0,9.0,1995.0,3.0,270.0,CA,Fully Paid,28583.344126513,25000.0
8000,36.0,11.67,264.46,6.0,9.0,1.0,36500.0,15.23,44.0,1.0,22.0,39.0,2014.0,8.0,2005.0,3.0,113.0,CA,Charged Off,3702.44,2785.03
15000,36.0,11.99,498.15,6.0,8.0,7.0,60000.0,29.24,59.1,2.0,14.0,30.0,2014.0,1.0,2000.0,4.0,165.0,TX,Fully Paid,17356.01,15000.0
11200,60.0,14.49,263.46,5.0,14.0,10.0,90000.0,17.15,62.2,2.0,11.0,17.0,2014.0,7.0,2006.0,11.0,92.0,TN,Fully Paid,13681.94,11200.0
12000,36.0,14.09,410.66,6.0,10.0,4.0,62000.0,21.89,58.0,1.0,13.0,35.0,2013.0,5.0,1998.0,1.0,184.0,CA,Fully Paid,12413.170000000002,12000.0
21325,36.0,17.27,763.17,4.0,18.0,4.0,96204.0,15.08,72.1,0.0,6.0,9.0,2016.0,1.0,2009.0,3.0,82.0,NJ,Charged Off,18168.55,11673.42
1500,36.0,10.91,49.05,6.0,9.0,1.0,36000.0,15.43,50.0,0.0,10.0,11.0,2017.0,8.0,2011.0,7.0,73.0,WI,Current,885.87,689.16
12100,60.0,20.49,323.89,3.0,22.0,2.0,51000.0,17.95,61.8,0.0,9.0,13.0,2014.0,5.0,2006.0,2.0,99.0,CA,Charged Off,10520.2,4545.96
12000,60.0,13.99,279.16,5.0,14.0,9.0,35609.0,6.4,47.7,2.0,8.0,40.0,2015.0,8.0,1987.0,6.0,338.0,CT,Current,11726.53,7491.13
5000,36.0,12.59,167.49,5.0,12.0,1.0,37000.0,8.17,70.4,0.0,4.0,7.0,2015.0,12.0,1999.0,12.0,192.0,NY,In Grace Period,6050.79,5000.0
3000,36.0,13.35,101.59,5.0,12.0,10.0,54000.0,29.93,58.3,0.0,10.0,38.0,2014.0,10.0,1988.0,11.0,311.0,NJ,Fully Paid,3643.7128256086,3000.0
11000,60.0,11.55,242.2,6.0,9.0,6.0,132000.0,2.96,18.4,0.0,7.0,24.0,2018.0,7.0,2009.0,9.0,106.0,CO,Current,1671.36,982.28
4200,36.0,9.49,134.52,6.0,7.0,9.0,36000.0,27.03,47.3,0.0,14.0,24.0,2015.0,1.0,2006.0,2.0,107.0,NY,Fully Paid,4737.1900011032,4200.0
12000,36.0,5.31,361.33,7.0,1.0,10.0,79000.0,7.55,13.7,1.0,23.0,27.0,2018.0,6.0,2006.0,7.0,143.0,NY,Current,3283.56,2904.37
7000,36.0,11.49,230.8,6.0,10.0,2.0,60000.0,11.1,20.0,0.0,5.0,13.0,2017.0,4.0,2005.0,2.0,146.0,IN,Fully Paid,7284.0659147828,7000.0
9325,36.0,7.26,289.04,7.0,4.0,0.0,72000.0,24.15,27.3,0.0,20.0,34.0,2015.0,6.0,1987.0,4.0,338.0,KS,Fully Paid,9997.64000032,9325.0
15000,60.0,23.4,426.32,3.0,25.0,10.0,70180.0,20.91,50.1,2.0,22.0,33.0,2013.0,12.0,2003.0,8.0,124.0,FL,Charged Off,14676.42,5868.86
9000,36.0,15.04,312.17,5.0,14.0,8.0,70000.0,19.88,84.2,0.0,8.0,17.0,2018.0,3.0,2006.0,9.0,138.0,HI,Current,3426.35,2333.75
30000,60.0,11.98,667.04,6.0,10.0,7.0,68700.0,25.89,30.7,0.0,17.0,31.0,2018.0,4.0,2002.0,7.0,189.0,MI,Current,6520.65,3844.99
21000,36.0,14.31,720.9,5.0,14.0,8.0,88886.0,27.84,83.1,2.0,17.0,21.0,2014.0,12.0,1989.0,9.0,303.0,NY,Fully Paid,25891.6123903831,21000.0
25000,36.0,18.99,916.28,4.0,18.0,5.0,82000.0,21.66,91.2,0.0,8.0,40.0,2016.0,11.0,2004.0,4.0,151.0,GA,Fully Paid,29557.0173408523,25000.0
14400,36.0,16.02,506.41,5.0,15.0,5.0,102000.0,19.64,51.9,2.0,13.0,23.0,2017.0,6.0,1992.0,5.0,301.0,IL,Fully Paid,16505.6490559164,14400.0
20000,60.0,13.49,460.1,5.0,12.0,9.0,140000.0,4.17,1.1,0.0,5.0,7.0,2016.0,10.0,2007.0,8.0,110.0,TX,Current,12407.71,7373.67
10000,36.0,5.32,301.15,7.0,1.0,10.0,150000.0,12.12,15.3,0.0,18.0,27.0,2016.0,1.0,1991.0,10.0,291.0,NY,Fully Paid,10833.9248364923,10000.0
8000,36.0,10.99,261.88,6.0,9.0,10.0,78000.0,27.31,57.1,0.0,16.0,28.0,2015.0,9.0,2001.0,12.0,165.0,MN,Charged Off,7135.44,5508.73
1350,36.0,7.84,42.21,7.0,4.0,10.0,25000.0,5.23,7.0,0.0,6.0,7.0,2018.0,10.0,2007.0,7.0,135.0,CA,Current,168.25,134.87
35000,60.0,9.99,743.48,6.0,8.0,10.0,148000.0,20.8,83.1,2.0,12.0,29.0,2015.0,6.0,1987.0,1.0,341.0,TX,Current,32674.27,23901.95
25000,60.0,12.73,565.38,6.0,10.0,10.0,70000.0,9.81,43.8,0.0,9.0,17.0,2018.0,8.0,2005.0,6.0,158.0,CT,Current,3374.6,1849.48
7650,36.0,17.27,273.78,4.0,17.0,10.0,50000.0,26.38,25.1,0.0,15.0,23.0,2016.0,4.0,1999.0,7.0,201.0,CA,Current,9301.18,7111.78
24000,60.0,10.72,518.48,6.0,7.0,10.0,120000.0,39.85,70.7,0.0,15.0,36.0,2018.0,11.0,1987.0,8.0,375.0,OH,Current,1058.41,610.88
20000,60.0,20.39,534.23,4.0,19.0,8.0,55000.0,29.43,66.7,0.0,14.0,20.0,2018.0,4.0,1999.0,12.0,220.0,PA,Current,5195.04,2099.55
6000,36.0,7.46,186.53,7.0,4.0,10.0,17000.0,8.97,0.0,0.0,6.0,12.0,2018.0,6.0,2004.0,5.0,169.0,LA,Current,1487.27,1220.14
5000,36.0,7.49,155.51,7.0,4.0,5.0,58000.0,14.46,90.0,0.0,9.0,21.0,2011.0,8.0,2002.0,8.0,108.0,CA,Fully Paid,5592.5222780999,5000.0
2000,36.0,14.49,68.84,5.0,14.0,5.0,76000.0,15.73,50.2,0.0,10.0,43.0,2014.0,11.0,1999.0,10.0,181.0,GA,Fully Paid,2005.64,2000.0
25000,60.0,11.55,550.45,6.0,9.0,0.0,36000.0,9.27,8.4,0.0,11.0,26.0,2018.0,9.0,2002.0,3.0,198.0,AZ,Current,2720.17,1579.23
12000,36.0,10.78,391.62,6.0,9.0,10.0,130000.0,31.88,73.0,1.0,15.0,28.0,2016.0,1.0,2001.0,3.0,178.0,OH,Fully Paid,13840.8110436888,12000.0
10000,36.0,9.44,320.05,6.0,6.0,10.0,27454.0,11.28,67.5,0.0,6.0,15.0,2017.0,10.0,1999.0,3.0,223.0,TX,Current,5115.56,4098.58
10000,60.0,14.46,235.08,5.0,14.0,1.0,29242.0,13.51,92.4,0.0,8.0,9.0,2016.0,4.0,2004.0,3.0,145.0,MN,Current,7976.65,4779.85
33300,60.0,20.39,889.49,4.0,19.0,10.0,108000.0,38.7,69.9,0.0,21.0,32.0,2018.0,3.0,1987.0,7.0,368.0,NY,Current,9708.95,3878.78
10000,36.0,9.8,321.74,6.0,8.0,4.0,28000.0,10.03,57.5,1.0,5.0,7.0,2016.0,1.0,2006.0,1.0,120.0,IL,Fully Paid,11608.0087575748,10000.0
12000,36.0,8.08,376.48,7.0,5.0,10.0,46000.0,6.68,40.8,0.0,4.0,11.0,2018.0,5.0,2002.0,3.0,194.0,CA,Current,3382.93,2733.93
10000,36.0,10.91,326.97,6.0,9.0,8.0,38000.0,5.27,88.0,1.0,1.0,7.0,2017.0,6.0,2014.0,3.0,39.0,NY,Charged Off,3991.14,2203.4
11000,36.0,15.68,385.02,3.0,21.0,10.0,70000.0,14.97,50.5,0.0,10.0,14.0,2009.0,4.0,1974.0,12.0,412.0,HI,Charged Off,10435.559999999923,7044.23
25000,36.0,9.17,796.98,6.0,7.0,10.0,60000.0,7.0,44.0,2.0,8.0,25.0,2015.0,9.0,1998.0,1.0,212.0,MA,Fully Paid,28123.9875026691,25000.0
20000,60.0,15.61,482.23,5.0,14.0,10.0,115000.0,30.04,93.1,1.0,23.0,60.0,2014.0,1.0,1977.0,9.0,436.0,TN,Fully Paid,28933.4832212039,20000.0
33850,60.0,9.99,719.05,6.0,8.0,3.0,112000.0,23.31,89.3,0.0,9.0,16.0,2015.0,2.0,1996.0,3.0,227.0,AR,Current,34467.43,25671.01
9000,36.0,13.59,305.81,5.0,12.0,10.0,25000.0,29.57,40.7,0.0,16.0,22.0,2017.0,6.0,2000.0,10.0,200.0,SC,Fully Paid,10501.619742585,9000.0
9300,36.0,24.5,367.32,2.0,28.0,0.0,40000.0,24.48,81.0,2.0,7.0,10.0,2014.0,1.0,2008.0,3.0,70.0,WA,Charged Off,3072.190000000001,924.07
30425,36.0,13.49,1032.34,5.0,12.0,3.0,99000.0,29.37,56.6,0.0,19.0,25.0,2016.0,11.0,1994.0,9.0,266.0,AZ,Charged Off,13430.16,7263.01
36125,60.0,15.05,860.36,5.0,14.0,4.0,75000.0,34.57,52.9,0.0,13.0,22.0,2018.0,1.0,2005.0,6.0,151.0,ND,Current,11109.17,5712.14
30000,60.0,11.05,653.03,6.0,9.0,1.0,72000.0,15.77,20.3,1.0,10.0,24.0,2018.0,5.0,1986.0,9.0,380.0,CA,Late (31-120 days),4552.79,2711.45
14000,36.0,14.07,478.97,5.0,13.0,0.0,37440.0,42.05,41.1,1.0,6.0,16.0,2018.0,4.0,2001.0,8.0,200.0,MO,Current,4789.71,3319.62
15000,36.0,9.99,483.94,6.0,6.0,2.0,110000.0,7.96,56.1,0.0,11.0,21.0,2013.0,10.0,1997.0,9.0,193.0,OH,Fully Paid,16944.24,15000.0
10000,36.0,6.72,307.5,7.0,3.0,5.0,143000.0,17.71,36.1,0.0,14.0,16.0,2017.0,12.0,2007.0,9.0,123.0,CA,Current,4301.27,3652.08
9600,36.0,16.78,341.22,5.0,15.0,1.0,38000.0,6.87,74.1,1.0,4.0,9.0,2013.0,8.0,2007.0,7.0,73.0,VA,Fully Paid,11037.8664244525,9600.0
25325,36.0,13.33,857.34,5.0,13.0,5.0,200000.0,23.66,82.7,0.0,9.0,28.0,2015.0,8.0,1993.0,9.0,263.0,NY,Fully Paid,28703.32,25325.0
35000,60.0,17.57,880.61,4.0,19.0,1.0,105000.0,14.25,58.3,0.0,15.0,41.0,2015.0,8.0,1998.0,3.0,209.0,IL,Fully Paid,42850.0608747632,35000.0
19075,60.0,17.27,476.84,5.0,15.0,8.0,45000.0,27.87,85.1,0.0,11.0,16.0,2013.0,1.0,2004.0,3.0,106.0,WA,Fully Paid,28610.0744311093,19075.0
8400,36.0,16.78,298.57,5.0,15.0,9.0,27000.0,18.22,52.4,0.0,11.0,15.0,2013.0,7.0,2000.0,4.0,159.0,NC,Fully Paid,10040.9500036101,8400.0
20000,36.0,11.55,660.0,6.0,9.0,1.0,64800.0,29.06,61.0,0.0,16.0,32.0,2018.0,7.0,1986.0,4.0,387.0,IL,Current,4607.17,3368.52
12000,36.0,10.91,392.36,6.0,9.0,10.0,60000.0,30.85,26.0,1.0,19.0,36.0,2017.0,6.0,2005.0,2.0,148.0,NJ,Fully Paid,12133.634420401,12000.0
1800,36.0,11.89,59.7,6.0,9.0,2.0,24449.16,22.28,47.4,0.0,8.0,11.0,2008.0,12.0,1990.0,6.0,222.0,AL,Charged Off,673.309999999994,436.01
19200,36.0,14.46,660.51,5.0,14.0,2.0,56000.0,35.96,33.0,1.0,18.0,37.0,2016.0,3.0,2002.0,8.0,163.0,RI,Fully Paid,23334.547402521,19200.0
5000,36.0,30.65,214.05,2.0,29.0,4.0,18000.0,27.27,95.2,0.0,4.0,4.0,2017.0,8.0,2013.0,12.0,44.0,NY,Current,4064.39,2287.23
17000,36.0,7.89,531.86,7.0,5.0,3.0,57000.0,21.9,49.2,1.0,9.0,12.0,2015.0,12.0,2006.0,1.0,119.0,TX,Fully Paid,19131.896773173,17000.0
23075,60.0,12.99,524.91,5.0,12.0,5.0,110000.0,19.9,88.1,0.0,8.0,17.0,2015.0,2.0,1990.0,4.0,298.0,FL,Fully Paid,27504.83,23075.0
7500,36.0,10.49,243.74,6.0,7.0,1.0,110000.0,16.55,65.8,0.0,7.0,13.0,2017.0,2.0,2003.0,1.0,169.0,TN,In Grace Period,5895.09,4870.38
3200,36.0,18.75,116.9,4.0,18.0,10.0,24000.0,21.5,54.5,1.0,8.0,27.0,2013.0,4.0,1994.0,12.0,220.0,MO,Fully Paid,3993.89,3200.0
3600,36.0,15.02,124.84,5.0,13.0,0.0,57000.0,19.31,46.6,0.0,9.0,13.0,2018.0,11.0,2013.0,9.0,62.0,WA,Current,371.52,242.35
5100,36.0,9.17,162.59,6.0,7.0,2.0,50000.0,12.0,59.4,1.0,6.0,13.0,2015.0,4.0,2007.0,10.0,90.0,FL,Fully Paid,5847.728522183,5100.0
3025,36.0,17.99,109.35,4.0,17.0,0.0,32000.0,8.55,49.4,2.0,9.0,10.0,2017.0,4.0,1993.0,10.0,282.0,GA,Current,2429.65,1647.12
15000,36.0,6.03,456.54,7.0,1.0,10.0,235000.0,9.87,24.7,1.0,11.0,23.0,2012.0,6.0,1996.0,2.0,196.0,NJ,Fully Paid,16435.1639460395,15000.0
12000,36.0,14.99,415.93,5.0,15.0,1.0,53000.0,35.21,61.7,3.0,11.0,24.0,2014.0,8.0,2002.0,3.0,149.0,OH,Fully Paid,14973.262578229,12000.0
8400,36.0,7.62,261.76,7.0,3.0,5.0,44500.0,16.37,29.2,0.0,9.0,28.0,2014.0,3.0,1998.0,3.0,192.0,OH,Fully Paid,8913.8300020315,8400.0
9900,36.0,11.44,326.19,6.0,9.0,6.0,26400.0,23.44,20.8,0.0,7.0,11.0,2016.0,12.0,2007.0,3.0,117.0,OH,Fully Paid,10867.0933072711,9900.0
21000,36.0,19.03,770.1,4.0,18.0,9.0,65000.0,13.52,60.0,0.0,10.0,12.0,2017.0,9.0,1995.0,7.0,266.0,NM,Current,13069.5,8452.0
15900,36.0,21.49,603.05,4.0,20.0,5.0,36000.0,25.43,9.0,1.0,8.0,10.0,2016.0,11.0,2004.0,6.0,149.0,GA,Current,16263.37,10928.63
12000,36.0,6.24,366.37,7.0,2.0,10.0,64000.0,3.66,21.2,1.0,10.0,19.0,2015.0,9.0,1995.0,5.0,244.0,TX,Fully Paid,13185.1444054416,12000.0
12000,36.0,12.12,399.26,6.0,8.0,1.0,100000.0,23.0,69.0,1.0,20.0,60.0,2012.0,10.0,1995.0,7.0,207.0,MO,Fully Paid,14373.3530899877,12000.0
25000,36.0,6.08,761.46,7.0,2.0,10.0,60936.0,5.0,3.3,0.0,13.0,17.0,2017.0,11.0,2002.0,4.0,187.0,GA,Fully Paid,26158.3952586364,25000.0
20000,36.0,6.67,614.53,7.0,2.0,10.0,87000.0,23.16,32.5,1.0,17.0,35.0,2018.0,8.0,1996.0,12.0,260.0,MI,Current,3679.77,3062.46
35000,60.0,21.7,960.71,3.0,22.0,8.0,135000.0,17.2,86.5,1.0,14.0,43.0,2013.0,12.0,1998.0,8.0,184.0,CT,Fully Paid,43428.1299957851,35000.0
12000,36.0,17.99,433.77,4.0,17.0,1.0,90000.0,6.49,32.7,2.0,10.0,16.0,2017.0,5.0,1993.0,9.0,284.0,NJ,Fully Paid,12972.5899770101,12000.0
19600,36.0,10.42,636.31,6.0,8.0,10.0,72000.0,23.81,21.3,0.0,7.0,19.0,2018.0,1.0,2004.0,7.0,162.0,CA,Current,8249.34,6385.49
30000,60.0,13.67,692.93,5.0,13.0,10.0,164000.0,13.59,73.0,0.0,15.0,26.0,2016.0,2.0,1999.0,5.0,201.0,NY,Current,24922.7,15521.15
35375,60.0,13.99,822.94,5.0,13.0,10.0,101000.0,21.77,31.4,0.0,8.0,15.0,2017.0,5.0,1998.0,6.0,227.0,AZ,Current,17226.75,9704.39
10075,36.0,14.99,349.21,5.0,15.0,9.0,106000.0,13.46,12.6,1.0,18.0,20.0,2014.0,11.0,1999.0,6.0,185.0,NH,Fully Paid,11578.22,10075.0
10000,36.0,9.92,322.3,6.0,7.0,5.0,52000.0,5.41,41.4,2.0,8.0,8.0,2018.0,3.0,2015.0,1.0,38.0,NY,Current,3534.28,2747.67
3200,36.0,10.74,104.38,6.0,7.0,2.0,60000.0,4.74,63.8,0.0,9.0,24.0,2012.0,5.0,2004.0,7.0,94.0,CA,Fully Paid,3757.2799999992,3200.0
10500,60.0,26.3,316.25,3.0,25.0,2.0,54329.0,16.41,10.7,1.0,11.0,27.0,2017.0,11.0,2005.0,8.0,147.0,WI,Charged Off,3131.82,951.35
8000,36.0,18.45,291.03,4.0,17.0,0.0,45760.0,11.62,4.7,0.0,4.0,8.0,2018.0,5.0,2005.0,2.0,159.0,MO,Current,2598.77,1608.69
8000,36.0,23.4,311.35,3.0,25.0,1.0,49600.0,24.36,59.1,1.0,11.0,15.0,2013.0,10.0,1998.0,1.0,189.0,TX,Fully Paid,11208.5017777792,8000.0
24000,60.0,11.8,531.45,6.0,9.0,10.0,72000.0,29.07,83.0,0.0,9.0,17.0,2018.0,11.0,2002.0,5.0,198.0,WV,Current,1578.62,895.09
20000,60.0,16.55,492.23,4.0,17.0,2.0,65000.0,25.5,55.0,0.0,14.0,25.0,2015.0,10.0,1996.0,11.0,227.0,VA,Charged Off,19178.58,11077.22
5000,36.0,8.24,157.24,6.0,6.0,2.0,57000.0,11.05,7.1,0.0,13.0,25.0,2016.0,11.0,1993.0,5.0,282.0,NC,Current,4246.63,3632.39
28000,60.0,25.69,833.21,2.0,26.0,2.0,300000.0,9.18,88.7,1.0,7.0,24.0,2016.0,7.0,1987.0,2.0,353.0,CA,Fully Paid,32798.3426450242,28000.0
6500,36.0,7.21,201.33,7.0,3.0,10.0,68000.0,27.41,24.1,0.0,25.0,43.0,2018.0,9.0,2004.0,2.0,175.0,MI,Current,1004.05,821.19
15600,60.0,15.59,375.98,5.0,15.0,4.0,55000.0,28.95,88.1,0.0,7.0,46.0,2016.0,9.0,2006.0,7.0,122.0,NC,Charged Off,8757.98,4603.09
8000,36.0,16.14,281.81,5.0,14.0,5.0,65000.0,20.66,34.7,0.0,26.0,38.0,2018.0,9.0,2008.0,4.0,125.0,MA,Current,1394.7,894.8
4500,36.0,17.09,160.64,4.0,16.0,1.0,30000.0,31.84,43.1,1.0,16.0,26.0,2017.0,10.0,2002.0,7.0,183.0,KY,Current,2561.7,1721.34
23000,36.0,19.92,853.83,4.0,18.0,2.0,52000.0,4.98,35.3,0.0,3.0,6.0,2018.0,12.0,2012.0,4.0,80.0,WA,Late (31-120 days),0.0,0.0
12000,36.0,5.32,361.38,7.0,1.0,0.0,98000.0,20.92,35.1,0.0,15.0,41.0,2016.0,6.0,1996.0,9.0,237.0,TX,Fully Paid,12931.8252403232,12000.0
10400,36.0,6.49,318.71,7.0,2.0,10.0,59000.0,14.42,25.3,2.0,13.0,24.0,2014.0,5.0,1997.0,3.0,206.0,OH,Fully Paid,10666.9614628563,10400.0
18000,60.0,18.55,462.49,3.0,22.0,2.0,55000.0,19.75,43.4,0.0,9.0,17.0,2015.0,10.0,2005.0,3.0,127.0,GA,Fully Paid,22997.3861745141,18000.0
13900,36.0,14.08,475.61,5.0,13.0,10.0,102000.0,6.76,67.0,1.0,9.0,15.0,2017.0,10.0,1999.0,4.0,222.0,FL,Fully Paid,15296.070894695,13900.0
9200,36.0,13.11,310.48,6.0,9.0,1.0,30000.0,13.48,42.0,0.0,7.0,10.0,2012.0,3.0,2006.0,8.0,67.0,CA,Fully Paid,11130.0799980683,9200.0
30000,36.0,14.07,1026.35,5.0,13.0,10.0,85777.0,18.61,44.0,2.0,20.0,30.0,2018.0,5.0,1986.0,11.0,378.0,FL,Fully Paid,31517.8863452284,30000.0
16000,60.0,13.59,368.9,5.0,12.0,10.0,110000.0,18.06,82.0,0.0,9.0,14.0,2017.0,9.0,2002.0,4.0,185.0,NY,Current,6259.22,3497.03
18000,36.0,11.06,589.81,6.0,8.0,10.0,80000.0,22.2,29.8,3.0,11.0,26.0,2018.0,8.0,2003.0,2.0,186.0,DE,Current,3533.2,2602.79
9000,36.0,14.99,311.95,5.0,14.0,5.0,65000.0,11.82,91.3,0.0,6.0,13.0,2016.0,12.0,1995.0,2.0,262.0,NJ,Current,7780.01,5810.88
11200,36.0,11.44,369.02,6.0,9.0,3.0,70000.0,25.44,83.0,1.0,10.0,16.0,2016.0,10.0,2005.0,7.0,135.0,MA,Current,10459.23,8629.85
12000,60.0,8.19,244.41,7.0,4.0,3.0,75000.0,16.54,34.6,0.0,9.0,22.0,2018.0,11.0,2011.0,9.0,86.0,CO,Current,722.31,490.86
10000,36.0,18.25,362.78,4.0,17.0,5.0,42000.0,23.9,68.9,3.0,9.0,22.0,2013.0,9.0,2006.0,8.0,85.0,CA,Fully Paid,13060.0474491457,10000.0
7550,36.0,15.31,262.88,5.0,15.0,2.0,21000.0,14.97,44.4,0.0,3.0,7.0,2016.0,6.0,2011.0,11.0,55.0,CA,Fully Paid,8983.9382085818,7550.0
16000,36.0,10.42,519.44,6.0,8.0,10.0,70429.0,27.84,13.9,1.0,17.0,66.0,2017.0,5.0,1987.0,6.0,359.0,TX,Fully Paid,17386.3159349344,16000.0
28000,60.0,20.2,744.95,3.0,23.0,10.0,84000.0,21.39,80.5,0.0,10.0,30.0,2014.0,7.0,2000.0,2.0,173.0,TX,Charged Off,24905.3,6066.78
