loan_amnt,int_rate,installment,sub_grade,issue_d,issue_d_year,issue_d_month,annual_inc,dti,emp_length_years,addr_state,revol_bal,revol_util,credit_history_age_months,total_pymnt,total_rec_int,recoveries,last_pymnt_d,last_pymnt_amnt,payment_to_loan_ratio,income_to_loan_ratio,grade_ord,sub_grade_ord,loan_status_binary
18000,21.45,491.53,19,1970-01-01 00:00:00.000000073,2017,6,60000.0,32.65,5.0,5,18613,52.7,238.0,21539.2968959258,3539.3,0.0,1970-01-01 00:00:00.000000077,16581.1,1.196627605329211,3.333333333333333,4.0,20.0,0
6000,10.91,196.18,8,1970-01-01 00:00:00.000000124,2017,9,40000.0,32.97,10.0,33,7583,91.0,132.0,5327.79,715.5,0.0,1970-01-01 00:00:00.000000032,196.18,0.887965,6.666666666666667,6.0,9.0,0
35000,6.11,1066.52,0,1970-01-01 00:00:00.000000115,2018,10,100000.0,6.8,1.0,4,6677,5.7,73.0,4343.31,762.83,0.0,1970-01-01 00:00:00.000000032,1066.52,0.1240945714285714,2.857142857142857,7.0,1.0,0
5275,14.48,181.52,14,1970-01-01 00:00:00.000000029,2015,12,52000.0,34.94,10.0,5,1124,3.2,136.0,3467.97,967.81,0.0,1970-01-01 00:00:00.000000049,181.52,0.6574350710900474,9.85781990521327,5.0,15.0,0
20000,13.99,683.46,12,1970-01-01 00:00:00.000000019,2016,8,63000.0,12.48,7.0,33,5229,7.8,252.0,2077.6,0.0,2077.6,1970-01-01 00:00:00.000000106,0.0,0.10388,3.15,5.0,13.0,0
28000,12.99,943.3,10,1970-01-01 00:00:00.000000060,2014,7,190500.0,18.03,10.0,13,45429,72.1,160.0,33958.6161510793,5958.62,0.0,1970-01-01 00:00:00.000000049,943.12,1.2128077196814038,6.803571428571429,5.0,11.0,0
15000,25.49,444.59,23,1970-01-01 00:00:00.000000093,2017,5,59066.0,26.86,,39,81,7.4,130.0,19839.6363266829,4839.64,0.0,1970-01-01 00:00:00.000000105,13213.27,1.32264242177886,3.9377333333333335,3.0,24.0,0
18000,7.39,559.01,3,1970-01-01 00:00:00.000000072,2016,6,47840.0,24.29,10.0,38,15940,27.9,187.0,19976.0996330898,1976.1,0.0,1970-01-01 00:00:00.000000105,5449.23,1.1097833129494334,2.6577777777777776,7.0,4.0,0
21950,28.72,693.0,25,1970-01-01 00:00:00.000000043,2018,2,187000.0,30.19,4.0,10,121934,58.6,234.0,23288.391696102,1338.39,0.0,1970-01-01 00:00:00.000000007,22682.95,1.060974564742688,8.519362186788156,2.0,26.0,0
5000,7.97,156.62,4,1970-01-01 00:00:00.000000054,2018,1,34476.0,30.0,3.0,18,3202,20.3,140.0,2043.82,373.94,0.0,1970-01-01 00:00:00.000000032,156.62,0.4087639999999999,6.8952,7.0,5.0,0
10000,18.06,254.27,16,1970-01-01 00:00:00.000000063,2017,7,40000.0,19.2,10.0,31,5709,56.0,177.0,4896.06,2573.78,0.0,1970-01-01 00:00:00.000000032,254.27,0.489606,4.0,4.0,17.0,0
18000,5.32,542.07,0,1970-01-01 00:00:00.000000071,2015,6,48000.0,12.85,4.0,43,12833,35.7,129.0,19503.72670552,1503.73,0.0,1970-01-01 00:00:00.000000058,541.92,1.0835403725288888,2.6666666666666665,7.0,1.0,0
12000,12.99,272.98,10,1970-01-01 00:00:00.000000111,2014,10,130000.0,10.82,6.0,4,20755,75.5,312.0,12129.9,129.9,0.0,1970-01-01 00:00:00.000000020,77.94,1.010825,10.833333333333334,5.0,11.0,0
10000,16.14,352.27,13,1970-01-01 00:00:00.000000125,2018,9,270000.0,11.09,5.0,13,23260,56.3,138.0,1752.38,633.84,0.0,1970-01-01 00:00:00.000000032,352.27,0.175238,27.0,5.0,14.0,0
8000,14.26,274.45,14,1970-01-01 00:00:00.000000046,2010,1,74400.0,12.21,8.0,36,35638,97.7,144.0,1921.15,618.0,6.09,1970-01-01 00:00:00.000000008,274.45,0.24014375,9.3,5.0,15.0,0
25000,12.62,563.98,10,1970-01-01 00:00:00.000000104,2017,11,25000.0,35.14,4.0,30,702,2.3,338.0,8442.17,3578.13,0.0,1970-01-01 00:00:00.000000032,563.98,0.3376868,1.0,5.0,11.0,0
10000,6.24,305.31,1,1970-01-01 00:00:00.000000102,2015,11,85000.0,10.57,4.0,46,22502,44.2,361.0,10841.1210738984,841.12,0.0,1970-01-01 00:00:00.000000104,4433.08,1.08411210738984,8.5,7.0,2.0,0
10000,9.8,321.74,7,1970-01-01 00:00:00.000000052,2016,1,70000.0,13.32,7.0,9,3265,46.0,316.0,11314.993583071,1314.99,0.0,1970-01-01 00:00:00.000000085,4563.89,1.1314993583071,7.0,6.0,8.0,0
6900,23.4,268.54,20,1970-01-01 00:00:00.000000032,2018,12,35000.0,25.89,0.0,23,3996,31.7,110.0,559.51,288.91,0.0,1970-01-01 00:00:00.000000032,268.54,0.0810884057971014,5.072463768115942,3.0,21.0,0
10000,11.55,330.0,8,1970-01-01 00:00:00.000000115,2018,10,225000.0,4.42,10.0,46,30361,58.0,523.0,1313.58,364.99,0.0,1970-01-01 00:00:00.000000032,330.0,0.131358,22.5,6.0,9.0,0
13000,8.18,408.46,5,1970-01-01 00:00:00.000000018,2015,8,50000.0,14.86,1.0,9,14794,45.5,134.0,14692.4596333819,1692.46,0.0,1970-01-01 00:00:00.000000016,408.18,1.1301892025678386,3.8461538461538463,6.0,6.0,0
20000,20.99,540.96,23,1970-01-01 00:00:00.000000101,2014,11,69000.0,19.87,,42,31267,84.7,194.0,3911.33,1332.4,1794.13,1970-01-01 00:00:00.000000064,540.96,0.1955665,3.45,3.0,24.0,0
18000,10.99,589.22,8,1970-01-01 00:00:00.000000112,2015,10,95000.0,34.06,10.0,9,57787,65.6,459.0,20095.2011417024,2095.2,0.0,1970-01-01 00:00:00.000000039,11857.11,1.1164000634279112,5.277777777777778,6.0,9.0,0
25000,7.91,782.38,4,1970-01-01 00:00:00.000000029,2015,12,75000.0,27.76,5.0,26,23362,71.4,332.0,28137.8692421965,3137.87,0.0,1970-01-01 00:00:00.000000041,782.04,1.12551476968786,3.0,7.0,5.0,0
30000,23.88,1175.1,21,1970-01-01 00:00:00.000000020,2017,8,94500.0,3.76,9.0,42,22642,44.1,59.0,9753.69,2827.85,3917.99,1970-01-01 00:00:00.000000031,1175.1,0.325123,3.15,3.0,22.0,0
10000,14.99,346.61,14,1970-01-01 00:00:00.000000101,2014,11,87500.0,8.46,4.0,33,4878,84.1,223.0,5539.98,1406.05,1025.71,1970-01-01 00:00:00.000000038,367.44,0.553998,8.75,5.0,15.0,0
32000,16.99,795.12,15,1970-01-01 00:00:00.000000093,2017,5,120000.0,18.31,0.0,9,18101,51.4,132.0,16622.01,8326.69,0.0,1970-01-01 00:00:00.000000032,795.12,0.5194378125,3.75,4.0,16.0,0
2400,11.98,79.7,9,1970-01-01 00:00:00.000000084,2018,3,52000.0,24.69,10.0,43,2083,26.0,151.0,2632.3336740986,232.33,0.0,1970-01-01 00:00:00.000000032,1838.52,1.0968056975410834,21.666666666666668,6.0,10.0,0
12800,18.25,326.78,19,1970-01-01 00:00:00.000000098,2011,11,45000.0,20.4,10.0,42,9795,61.6,139.0,16989.088376919,4189.09,0.0,1970-01-01 00:00:00.000000036,9170.25,1.3272725294467969,3.515625,4.0,20.0,0
12000,9.43,251.62,5,1970-01-01 00:00:00.000000084,2018,3,70000.0,3.21,10.0,30,2442,2.2,356.0,2761.53,961.39,0.0,1970-01-01 00:00:00.000000032,251.62,0.2301275,5.833333333333333,6.0,6.0,0
2500,5.32,75.29,0,1970-01-01 00:00:00.000000042,2017,2,70270.0,16.86,8.0,33,3110,6.9,313.0,1956.22,167.77,0.0,1970-01-01 00:00:00.000000032,75.29,0.782488,28.108,7.0,1.0,0
12000,14.99,285.42,13,1970-01-01 00:00:00.000000103,2016,11,77022.0,16.66,3.0,26,49521,94.0,278.0,7691.35,3371.34,0.0,1970-01-01 00:00:00.000000032,285.42,0.6409458333333333,6.4185,5.0,14.0,0
15000,13.99,512.6,12,1970-01-01 00:00:00.000000123,2016,9,90000.0,18.85,1.0,21,21581,58.3,68.0,15112.7,112.7,0.0,1970-01-01 00:00:00.000000094,2124.36,1.0075133333333337,6.0,5.0,13.0,0
14950,15.77,523.91,15,1970-01-01 00:00:00.000000052,2016,1,60000.0,29.28,10.0,9,33240,56.8,212.0,18728.6257637228,3778.63,0.0,1970-01-01 00:00:00.000000058,21.84,1.2527508872055386,4.013377926421405,4.0,16.0,0
13200,8.08,414.13,4,1970-01-01 00:00:00.000000064,2018,7,62000.0,14.17,1.0,15,7771,11.0,95.0,13793.6135113095,593.61,0.0,1970-01-01 00:00:00.000000032,11317.72,1.04497072055375,4.696969696969697,7.0,5.0,0
20000,10.9,653.83,8,1970-01-01 00:00:00.000000010,2018,4,141000.0,18.68,10.0,33,63973,81.0,242.0,6537.16,1619.46,0.0,1970-01-01 00:00:00.000000032,653.83,0.326858,7.05,6.0,9.0,0
12000,22.35,333.82,21,1970-01-01 00:00:00.000000072,2016,6,55000.0,16.12,0.0,33,12423,58.9,93.0,2655.66,1713.37,0.0,1970-01-01 00:00:00.000000066,333.82,0.221305,4.583333333333333,3.0,22.0,0
6000,7.96,187.91,4,1970-01-01 00:00:00.000000084,2018,3,97598.0,14.81,10.0,4,2059,18.7,288.0,2064.36,380.02,0.0,1970-01-01 00:00:00.000000032,187.91,0.34406,16.266333333333332,7.0,5.0,0
10000,7.89,312.86,4,1970-01-01 00:00:00.000000061,2015,7,65000.0,15.49,3.0,4,15507,32.0,199.0,11280.3640432486,1280.36,0.0,1970-01-01 00:00:00.000000058,625.44,1.12803640432486,6.5,7.0,5.0,0
8000,5.32,240.92,0,1970-01-01 00:00:00.000000093,2017,5,57000.0,18.17,10.0,33,4526,45.7,363.0,5056.96,545.68,0.0,1970-01-01 00:00:00.000000032,240.92,0.63212,7.125,7.0,1.0,0
12000,5.32,361.38,0,1970-01-01 00:00:00.000000092,2016,5,60000.0,10.76,10.0,4,6889,17.4,98.0,12645.45,937.53,0.0,1970-01-01 00:00:00.000000032,688.38,1.0537875,5.0,7.0,1.0,0
6625,15.05,229.83,13,1970-01-01 00:00:00.000000020,2017,8,33000.0,18.4,2.0,33,5213,16.0,123.0,7362.5077356107,737.51,0.0,1970-01-01 00:00:00.000000077,5529.41,1.1113219223563322,4.981132075471698,5.0,14.0,0
25000,7.99,783.3,3,1970-01-01 00:00:00.000000062,2016,7,60000.0,10.0,10.0,13,22087,70.3,236.0,26510.8578936143,1510.86,0.0,1970-01-01 00:00:00.000000076,19472.26,1.060434315744572,2.4,7.0,4.0,0
3000,14.65,103.49,14,1970-01-01 00:00:00.000000091,2015,5,31600.0,34.1,6.0,17,8585,22.8,188.0,3715.8172929622,715.82,0.0,1970-01-01 00:00:00.000000031,406.58,1.238605764320733,10.533333333333331,5.0,15.0,0
35000,17.27,874.93,17,1970-01-01 00:00:00.000000108,2011,10,128800.0,8.55,10.0,30,22696,46.5,200.0,49401.0970976028,14401.1,0.0,1970-01-01 00:00:00.000000082,17921.43,1.4114599170743656,3.68,4.0,18.0,0
18175,14.46,625.25,13,1970-01-01 00:00:00.000000082,2016,3,70000.0,4.63,2.0,33,9581,66.5,144.0,21869.15,4311.81,0.0,1970-01-01 00:00:00.000000032,625.25,1.20325447042641,3.8514442916093534,5.0,14.0,0
20000,9.99,645.25,7,1970-01-01 00:00:00.000000061,2015,7,65000.0,18.39,2.0,7,31803,58.9,458.0,23050.8480166304,3050.85,0.0,1970-01-01 00:00:00.000000085,5632.92,1.15254240083152,3.25,6.0,8.0,0
14400,23.5,410.1,25,1970-01-01 00:00:00.000000059,2013,7,53000.0,30.61,8.0,4,4596,86.7,133.0,4811.91,1919.57,1941.21,1970-01-01 00:00:00.000000027,410.1,0.3341604166666667,3.6805555555555554,2.0,26.0,0
7200,8.67,227.86,5,1970-01-01 00:00:00.000000101,2014,11,65000.0,16.53,10.0,33,12475,61.2,179.0,8199.2384686803,999.24,0.0,1970-01-01 00:00:00.000000085,227.61,1.1387831206500416,9.02777777777778,6.0,6.0,0
17675,20.99,478.07,24,1970-01-01 00:00:00.000000112,2015,10,45000.0,31.69,0.0,3,28446,82.7,148.0,18641.82,9324.45,0.0,1970-01-01 00:00:00.000000032,478.07,1.0546998585572842,2.545968882602546,3.0,25.0,0
14100,19.99,373.49,23,1970-01-01 00:00:00.000000018,2015,8,47000.0,26.74,4.0,21,16829,70.1,155.0,13027.63,4376.77,5200.0,1970-01-01 00:00:00.000000057,373.49,0.923945390070922,3.333333333333333,3.0,24.0,0
40000,6.67,1229.06,1,1970-01-01 00:00:00.000000125,2018,9,130000.0,9.83,6.0,42,25346,17.0,207.0,4901.42,840.81,0.0,1970-01-01 00:00:00.000000041,1229.06,0.1225355,3.25,7.0,2.0,0
23000,12.98,774.74,9,1970-01-01 00:00:00.000000105,2018,11,60000.0,18.1,1.0,31,23038,80.0,211.0,2291.05,696.05,0.0,1970-01-01 00:00:00.000000032,774.74,0.0996108695652174,2.608695652173913,6.0,10.0,0
6400,9.67,205.52,5,1970-01-01 00:00:00.000000080,2014,3,31000.0,22.22,2.0,48,6223,33.1,199.0,7398.7136314832,998.71,0.0,1970-01-01 00:00:00.000000066,205.51,1.15604900491925,4.84375,6.0,6.0,0
8500,11.99,282.29,10,1970-01-01 00:00:00.000000082,2016,3,60000.0,33.08,4.0,9,9159,24.8,137.0,10157.6164983656,1657.62,0.0,1970-01-01 00:00:00.000000032,562.79,1.1950137056900705,7.0588235294117645,5.0,11.0,0
9800,12.79,329.22,10,1970-01-01 00:00:00.000000113,2016,10,28000.0,33.52,0.0,42,8216,24.7,98.0,6906.66,1647.79,0.0,1970-01-01 00:00:00.000000050,329.22,0.704761224489796,2.857142857142857,5.0,11.0,0
10000,16.91,356.08,14,1970-01-01 00:00:00.000000064,2018,7,80000.0,2.84,0.0,13,4836,10.7,116.0,2473.77,902.44,0.0,1970-01-01 00:00:00.000000032,356.08,0.2473769999999999,8.0,5.0,15.0,0
12600,22.95,354.84,25,1970-01-01 00:00:00.000000069,2013,6,45000.0,22.03,10.0,4,9780,56.5,119.0,3311.84,2314.09,0.0,1970-01-01 00:00:00.000000073,413.98,0.2628444444444444,3.571428571428572,2.0,26.0,0
9800,11.99,325.46,10,1970-01-01 00:00:00.000000052,2016,1,75700.0,20.2,9.0,10,6645,29.0,158.0,10247.9,447.9,0.0,1970-01-01 00:00:00.000000084,461.65,1.045704081632653,7.724489795918367,5.0,11.0,0
12500,6.24,381.64,1,1970-01-01 00:00:00.000000029,2015,12,140000.0,3.23,3.0,5,12627,11.4,214.0,12709.73,209.73,0.0,1970-01-01 00:00:00.000000065,11950.06,1.0167784,11.2,7.0,2.0,0
11000,6.72,338.25,2,1970-01-01 00:00:00.000000043,2018,2,85000.0,12.97,2.0,46,29148,49.7,411.0,11639.392369559,639.39,0.0,1970-01-01 00:00:00.000000032,7922.75,1.0581265790508183,7.727272727272727,7.0,3.0,0
10000,11.44,329.48,8,1970-01-01 00:00:00.000000009,2017,4,60000.0,9.46,10.0,4,5255,15.1,132.0,6909.55,1495.12,0.0,1970-01-01 00:00:00.000000041,329.48,0.690955,6.0,6.0,9.0,0
15000,17.97,380.66,15,1970-01-01 00:00:00.000000115,2018,10,108000.0,18.06,10.0,26,14236,38.9,363.0,1507.66,869.36,0.0,1970-01-01 00:00:00.000000032,380.66,0.1005106666666666,7.2,4.0,16.0,0
6500,14.3,223.11,10,1970-01-01 00:00:00.000000100,2013,11,33000.0,24.76,6.0,3,7733,51.2,151.0,669.33,226.97,0.51,1970-01-01 00:00:00.000000063,223.11,0.1029738461538461,5.076923076923077,5.0,11.0,0
20000,12.29,447.83,10,1970-01-01 00:00:00.000000091,2015,5,40000.0,33.15,10.0,23,30150,22.6,192.0,25317.8773714538,5317.88,0.0,1970-01-01 00:00:00.000000058,380.14,1.26589386857269,2.0,5.0,11.0,0
12000,16.99,298.17,15,1970-01-01 00:00:00.000000062,2016,7,60000.0,10.36,2.0,47,2048,45.5,89.0,15735.4633957286,3735.46,0.0,1970-01-01 00:00:00.000000096,108.15,1.3112886163107167,5.0,4.0,16.0,0
40000,9.93,848.51,6,1970-01-01 00:00:00.000000104,2017,11,55000.0,28.93,10.0,26,11626,25.6,198.0,12683.52,4454.69,0.0,1970-01-01 00:00:00.000000032,848.51,0.317088,1.375,6.0,7.0,0
20000,10.75,652.41,8,1970-01-01 00:00:00.000000041,2016,2,70000.0,21.38,5.0,9,6593,23.1,239.0,7870.72,1903.47,0.0,1970-01-01 00:00:00.000000030,652.41,0.393536,3.5,6.0,9.0,0
20000,8.18,628.39,5,1970-01-01 00:00:00.000000081,2015,3,90000.0,9.6,10.0,6,24580,26.5,245.0,22612.9251235214,2612.93,0.0,1970-01-01 00:00:00.000000067,628.37,1.13064625617607,4.5,6.0,6.0,0
10000,15.04,238.11,13,1970-01-01 00:00:00.000000043,2018,2,50000.0,25.53,9.0,4,2438,64.2,179.0,2815.83,1365.21,0.0,1970-01-01 00:00:00.000000032,238.11,0.2815829999999999,5.0,5.0,14.0,0
16000,8.9,508.06,4,1970-01-01 00:00:00.000000090,2014,5,41250.0,11.29,,4,16112,44.4,355.0,17960.8400000523,1960.84,0.0,1970-01-01 00:00:00.000000005,6783.52,1.1225525000032688,2.578125,7.0,5.0,0
15000,19.92,396.75,17,1970-01-01 00:00:00.000000021,2018,8,78000.0,14.74,8.0,10,11455,91.6,74.0,2363.9,1439.79,0.0,1970-01-01 00:00:00.000000032,396.75,0.1575933333333333,5.2,4.0,18.0,0
2800,12.74,94.0,10,1970-01-01 00:00:00.000000083,2017,3,70000.0,19.25,9.0,9,23688,51.4,184.0,3131.8627243543,331.86,0.0,1970-01-01 00:00:00.000000067,2022.68,1.1185224015551072,25.0,5.0,11.0,0
12000,12.69,402.54,11,1970-01-01 00:00:00.000000007,2015,4,53000.0,33.42,5.0,10,9818,45.0,214.0,14384.363233059,2384.36,0.0,1970-01-01 00:00:00.000000031,400.96,1.19869693608825,4.416666666666667,5.0,12.0,0
10000,10.99,327.34,8,1970-01-01 00:00:00.000000040,2015,2,31000.0,17.92,7.0,25,9602,40.9,335.0,11826.9437825276,1810.57,0.0,1970-01-01 00:00:00.000000067,332.3,1.18269437825276,3.1,6.0,9.0,0
15000,8.49,473.45,5,1970-01-01 00:00:00.000000052,2016,1,34300.0,27.4,7.0,26,19772,55.5,93.0,17036.85698334,2036.86,0.0,1970-01-01 00:00:00.000000041,473.19,1.135790465556,2.286666666666666,6.0,6.0,0
27000,16.99,670.88,17,1970-01-01 00:00:00.000000090,2014,5,90000.0,14.96,4.0,42,22508,62.3,249.0,38917.9057490904,11917.91,0.0,1970-01-01 00:00:00.000000085,11386.34,1.4414039166329775,3.333333333333333,4.0,18.0,0
10000,11.39,329.24,7,1970-01-01 00:00:00.000000093,2017,5,69000.0,24.28,10.0,3,11698,70.5,210.0,6929.86,1512.69,0.0,1970-01-01 00:00:00.000000032,329.24,0.692986,6.9,6.0,8.0,0
6000,15.99,210.92,14,1970-01-01 00:00:00.000000053,2017,1,40000.0,19.47,4.0,14,4138,62.7,213.0,6985.4494476135,985.45,0.0,1970-01-01 00:00:00.000000067,4254.15,1.16424157460225,6.666666666666667,5.0,15.0,0
5000,10.91,163.49,8,1970-01-01 00:00:00.000000043,2018,2,26000.0,7.53,5.0,4,4645,51.6,78.0,1955.82,466.42,0.0,1970-01-01 00:00:00.000000032,163.49,0.391164,5.2,6.0,9.0,0
21000,10.49,682.46,7,1970-01-01 00:00:00.000000101,2014,11,106000.0,4.14,8.0,31,14561,24.3,136.0,24562.3011762371,3562.3,0.0,1970-01-01 00:00:00.000000023,5.98,1.1696333893446238,5.047619047619048,6.0,8.0,0
15000,10.42,321.82,7,1970-01-01 00:00:00.000000031,2017,12,110000.0,17.13,10.0,30,16820,31.4,199.0,4496.8,1658.06,0.0,1970-01-01 00:00:00.000000032,321.82,0.2997866666666667,7.333333333333333,6.0,8.0,0
13000,6.62,399.15,1,1970-01-01 00:00:00.000000080,2014,3,148204.0,15.84,5.0,4,8216,15.6,102.0,13781.95,781.95,0.0,1970-01-01 00:00:00.000000064,9391.3,1.06015,11.400307692307692,7.0,2.0,0
10350,15.61,249.56,15,1970-01-01 00:00:00.000000081,2015,3,25000.0,38.6,,36,26362,87.6,396.0,12365.7800015461,2015.78,0.0,1970-01-01 00:00:00.000000048,8631.36,1.1947613528063863,2.415458937198068,4.0,16.0,0
35000,16.91,868.15,14,1970-01-01 00:00:00.000000021,2018,8,187000.0,12.96,0.0,35,59104,81.4,119.0,5126.7,2796.29,0.0,1970-01-01 00:00:00.000000032,868.15,0.1464771428571428,5.342857142857143,5.0,15.0,0
35000,14.27,1200.82,11,1970-01-01 00:00:00.000000048,2012,1,76500.0,9.05,,26,31112,49.2,423.0,38062.11940050789,3062.12,0.0,1970-01-01 00:00:00.000000099,29665.61,1.0874891257287969,2.185714285714285,5.0,12.0,0
38000,12.62,857.25,10,1970-01-01 00:00:00.000000063,2017,7,52000.0,12.76,0.0,37,8499,18.4,255.0,16891.91,6764.81,0.0,1970-01-01 00:00:00.000000032,857.25,0.444523947368421,1.368421052631579,5.0,11.0,0
15000,14.65,517.42,14,1970-01-01 00:00:00.000000071,2015,6,40738.0,15.44,7.0,13,12163,66.8,151.0,18361.65350284,3361.65,0.0,1970-01-01 00:00:00.000000015,4953.65,1.2241102335226666,2.715866666666667,5.0,15.0,0
14000,8.99,445.14,5,1970-01-01 00:00:00.000000019,2016,8,58004.0,15.07,10.0,30,10372,57.9,211.0,13360.13,1965.1,0.0,1970-01-01 00:00:00.000000032,445.14,0.954295,4.143142857142857,6.0,6.0,0
9500,11.67,314.05,8,1970-01-01 00:00:00.000000017,2014,8,49250.0,21.08,4.0,30,6666,87.7,116.0,11293.1261759646,1793.13,0.0,1970-01-01 00:00:00.000000057,926.18,1.1887501237857474,5.184210526315789,6.0,9.0,0
10000,16.02,351.67,14,1970-01-01 00:00:00.000000093,2017,5,57000.0,31.85,4.0,21,14938,54.3,440.0,12166.055474762,2166.06,0.0,1970-01-01 00:00:00.000000032,5141.56,1.2166055474762,5.7,5.0,15.0,0
23000,13.99,535.06,13,1970-01-01 00:00:00.000000081,2015,3,95250.0,12.27,7.0,44,10471,81.8,126.0,28287.5667741424,5287.57,0.0,1970-01-01 00:00:00.000000039,17069.19,1.2298942075714088,4.141304347826087,5.0,14.0,0
28000,7.99,567.61,4,1970-01-01 00:00:00.000000009,2017,4,165000.0,3.73,5.0,5,107,0.1,152.0,12473.07,3474.03,0.0,1970-01-01 00:00:00.000000032,567.61,0.4454667857142857,5.892857142857143,7.0,5.0,0
24000,18.06,868.39,16,1970-01-01 00:00:00.000000020,2017,8,125000.0,4.85,2.0,33,12335,57.6,150.0,21052.63,4901.01,0.0,1970-01-01 00:00:00.000000032,4868.39,0.8771929166666667,5.208333333333333,4.0,17.0,0
2000,13.99,68.35,12,1970-01-01 00:00:00.000000062,2016,7,40000.0,34.86,10.0,46,86031,67.0,206.0,2145.95,447.36,0.0,1970-01-01 00:00:00.000000032,68.35,1.072975,20.0,5.0,13.0,0
21250,17.86,538.0,19,1970-01-01 00:00:00.000000112,2015,10,42500.0,27.8,0.0,10,22197,71.4,127.0,24209.8,2959.8,0.0,1970-01-01 00:00:00.000000014,19866.88,1.139284705882353,2.0,4.0,20.0,0
13475,15.8,326.26,12,1970-01-01 00:00:00.000000089,2013,5,75000.0,6.26,10.0,5,10358,85.6,166.0,19576.741487956,6101.74,0.0,1970-01-01 00:00:00.000000058,327.4,1.4528194054141743,5.565862708719852,5.0,13.0,0
29000,18.24,1051.92,19,1970-01-01 00:00:00.000000060,2014,7,125000.0,20.48,10.0,4,13449,54.4,281.0,37842.6816104483,8842.68,0.0,1970-01-01 00:00:00.000000076,3129.32,1.3049200555327,4.310344827586207,4.0,20.0,0
22250,15.8,538.72,12,1970-01-01 00:00:00.000000026,2012,12,50000.0,30.86,10.0,42,25659,62.1,219.0,32370.7273025982,10093.79,0.0,1970-01-01 00:00:00.000000040,20.59,1.4548641484313798,2.247191011235955,5.0,13.0,0
35000,7.89,1095.0,4,1970-01-01 00:00:00.000000029,2015,12,110000.0,15.84,10.0,6,44220,47.2,237.0,39405.0283460331,4405.03,0.0,1970-01-01 00:00:00.000000086,2190.37,1.1258579527438028,3.142857142857143,7.0,5.0,0
4200,16.99,149.73,15,1970-01-01 00:00:00.000000113,2016,10,50000.0,18.46,5.0,32,7378,35.8,188.0,4196.58,1122.28,0.0,1970-01-01 00:00:00.000000032,149.73,0.9991857142857142,11.904761904761903,4.0,16.0,0
15000,13.99,348.95,13,1970-01-01 00:00:00.000000061,2015,7,67000.0,18.07,2.0,42,14290,53.3,356.0,14993.19,5346.03,0.0,1970-01-01 00:00:00.000000032,348.95,0.999546,4.466666666666667,5.0,14.0,0
24000,20.0,635.86,18,1970-01-01 00:00:00.000000073,2017,6,75000.0,13.73,10.0,30,25093,69.7,242.0,12690.53,7146.17,0.0,1970-01-01 00:00:00.000000032,635.86,0.5287720833333334,3.125,4.0,19.0,0
12000,6.24,366.37,1,1970-01-01 00:00:00.000000029,2015,12,100000.0,13.56,1.0,4,10064,91.5,102.0,12884.3709574474,884.37,0.0,1970-01-01 00:00:00.000000057,6995.41,1.0736975797872832,8.333333333333334,7.0,2.0,0
20000,5.99,608.35,1,1970-01-01 00:00:00.000000118,2011,9,84000.0,13.01,10.0,5,3553,5.6,243.0,21751.603756611203,1751.6,0.0,1970-01-01 00:00:00.000000019,2936.02,1.0875801878305602,4.2,7.0,2.0,0
13000,7.97,407.2,4,1970-01-01 00:00:00.000000054,2018,1,140000.0,28.13,10.0,42,15242,39.4,249.0,4883.52,889.41,0.0,1970-01-01 00:00:00.000000032,407.2,0.3756553846153846,10.76923076923077,7.0,5.0,0
10000,12.49,334.49,9,1970-01-01 00:00:00.000000070,2014,6,50000.0,17.21,10.0,19,23161,64.3,190.0,12041.5659352438,2041.57,0.0,1970-01-01 00:00:00.000000057,334.42,1.20415659352438,5.0,6.0,10.0,0
10100,14.46,237.43,13,1970-01-01 00:00:00.000000041,2016,2,22000.0,34.81,0.0,6,9742,22.4,288.0,2488.35,925.53,597.02,1970-01-01 00:00:00.000000094,237.43,0.2463712871287128,2.1782178217821784,5.0,14.0,0
15000,11.31,493.29,7,1970-01-01 00:00:00.000000032,2018,12,25000.0,20.88,0.0,33,13773,94.3,65.0,967.73,260.58,0.0,1970-01-01 00:00:00.000000032,493.29,0.0645153333333333,1.6666666666666667,6.0,8.0,0
17000,12.61,383.42,10,1970-01-01 00:00:00.000000043,2018,2,60000.0,26.08,10.0,21,541,13.5,244.0,4577.22,1972.76,0.0,1970-01-01 00:00:00.000000032,383.42,0.2692482352941177,3.5294117647058822,5.0,11.0,0
1000,6.11,30.48,0,1970-01-01 00:00:00.000000021,2018,8,78000.0,13.15,10.0,9,5945,23.9,189.0,182.2,27.92,0.0,1970-01-01 00:00:00.000000032,30.48,0.1822,78.0,7.0,1.0,0
30000,7.96,939.54,4,1970-01-01 00:00:00.000000010,2018,4,85000.0,18.99,6.0,29,20830,27.6,198.0,9423.94,1793.53,0.0,1970-01-01 00:00:00.000000032,939.54,0.3141313333333334,2.833333333333333,7.0,5.0,0
2800,9.8,90.09,7,1970-01-01 00:00:00.000000052,2016,1,141000.0,28.13,10.0,26,36238,32.7,256.0,3239.999870549,440.0,0.0,1970-01-01 00:00:00.000000032,89.9,1.1571428109103572,50.35714285714285,6.0,8.0,0
12000,6.92,370.09,3,1970-01-01 00:00:00.000000081,2015,3,60000.0,25.52,10.0,42,13637,54.1,208.0,13313.8661497555,1313.87,0.0,1970-01-01 00:00:00.000000067,369.95,1.1094888458129584,5.0,7.0,4.0,0
